Branch;WHSE;GRP;Code;Description;OH;OnSO;OnPO;AVGCost;Value;Stk Fctr B3 Max;LastGRVDate;LastTransDate;B3Max;GRP Sales;Branch#1;B#1OH;B#1Sales;Branch#2;B#2OH;B#2sales;Branch#3;B#3OH;B#3sales
Wadeville;Wad_MW;HNYW;1035101-VS;Earmuff Honeywell VS140 EMEA Verishield W/Out AFC;6143;0;0;R178,85;R1 098 700,31;18429,0;2024/02/08;2026/02/24;0,3;4,0;Wadeville;6143;4;;;;;;
Wadeville;Wad_MW;OBS;1035105-VS;Earmuff Honeywell VS120 EMEA AU Verishield;5194;0;0;R181,74;R943 957,56;346,3;2023/09/06;2026/02/23;15,0;177,0;White River;1;118;Wadeville;5214;57;Kathu;0;2
Wadeville;Wad_MW;ANS;R-068/12;Ansell Ringers Liquid Cut Pucture Resistant S12 Impact Protection;2168;0;0;R243,77;R528 504,04;1626,0;2025/01/17;2025/06/13;1,3;4,0;Wadeville;2168;4;;;;;;
Wadeville;Wad_MW;ANS;R-068/07;Ansell Ringers Liquid Cut Pucture Resistant S07 Impact Protection;1773;0;0;R212,56;R376 876,45;59,1;2025/01/07;2025/06/13;30,0;308,0;Pretoria;60;180;Wadeville;1773;128;;;
Wadeville;Wad_MW;RESP;DMGRN9241B;Dust Mask Greenline FFP2 Valved Moulded White Activ/Carbon Prem Adjust Strap Price Per Box of 5;1877;0;0;R195,00;R366 015,00;99,0;2024/12/10;2024/11/08;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;GLGRED20L;Glove Red Heat Resistant 8 20cm Blanket Lined;3992;0;3600;R89,37;R356 763,62;98,2;2025/05/09;2026/03/10;77,3;4340,0;Potchefstroom;19;1980;Pretoria;160;1630;Wadeville;0;493
Wadeville;Wad_MW;MB;MBS0SMW700FLM7-9;"MB Smelter Sock Flame Retardant Black Wide 7-9 ProtxQ 90% Spandex 8% Po;yester 2% Anti Bacterial Reinforced Heel & Toe Comfort Cushioned Sole";4325;0;0;R80,00;R346 000,00;99,0;2025/08/22;;0,0;353,0;Middelburg;56;217;Potchefstroom;214;86;Vereeniging;0;50
Wadeville;Wad_MW;GLOV;GSH377IPXXL-10;Glove Showa Full Nitrile Blue Undercoating S10 W/Black Foamed Palm Coating W/Impact Resistant  Bumper Guards 13 Gauge Seamless Knitted Liner ;1647;0;0;R197,47;R325 226,06;16,5;2025/08/13;2025/05/14;100,0;313,0;Wadeville;2023;300;Potchefstroom;10;8;Steelpoort;0;5
Wadeville;Wad_MW;ANS;11-738/09;Ansell Hyflex Cut 5/F PU/Nitrile Mixed Palm S09 C/W Reinforced Thumb ;1813;0;0;R175,84;R318 797,79;160,0;2025/04/15;2026/01/12;11,3;320,0;Vereeniging;0;144;Secunda;70;78;Wadeville;0;66
Wadeville;Wad_MW;MB;MBS0SML700FLM7-9;"MB Smelter Sock Flame Retardant Yarn Blk 7-9 ProtxQ 90% Spandex 8% Po;yester 2% Anti Bacterial Reinforced Heel & Toe Comfort Cushioned Sole";4208;0;0;R73,54;R309 439,01;789,0;2025/06/03;2025/11/18;5,3;3565,0;Potchefstroom;2095;2688;Vereeniging;0;466;White River;0;141
Wadeville;Wad_MW;ANS;11-738/07;Ansell Hyflex Cut 5/F PU/Nitrile Mixed Palm S07 C/W Reinforced Thumb ;1717;0;0;R177,45;R304 676,71;515,1;2025/04/15;2026/01/12;3,3;62,0;Secunda;62;51;Wadeville;1717;11;;;
Wadeville;Wad_MW;ANS;11-738/11;Ansell Hyflex Cut 5/F PU/Nitrile Mixed Palm S11 C/W Reinforced Thumb ;1644;0;0;R175,36;R288 290,05;99,0;2025/04/15;2024/10/22;0,0;12,0;Secunda;53;12;;;;;;
Wadeville;Wad_MW;ANS;11-738/10;Ansell Hyflex Cut 5/F PU/Nitrile Mixed Palm S10 C/W Reinforced Thumb ;1557;25;0;R181,61;R282 769,86;61,3;2025/04/15;2026/02/17;25,0;1697,0;Rustenburg;96;1008;Pretoria;178;576;Wadeville;0;154
Wadeville;Wad_MW;DUPO;D14886047;Dupont Tyvek 200 Easysafe Type 5/6 M  ;3601;0;0;R75,92;R273 401,19;60,0;2024/04/05;2026/03/12;60,0;1025,0;Wadeville;3625;460;Richards Bay;154;458;Polokwane;0;90
Wadeville;Wad_MW;ANS;R-068/10;Ansell Ringers Liquid Cut Pucture Resistant S10 Impact Protection;1341;0;0;R199,76;R267 880,46;14,9;2025/01/07;2025/07/14;90,0;1251,0;Kathu;0;460;Wadeville;1341;395;Pretoria;0;384
Wadeville;Wad_MW;ANS;11-920/08;Ansell Hyflex Blue Nitrile Palm Coat Glove 313 S08  ;4110;0;0;R62,40;R256 445,19;61,7;2025/07/23;2025/12/02;66,7;2158,0;Rustenburg;253;1045;Pretoria;226;680;Wadeville;0;212
Wadeville;Wad_MW;ANS;R-068/13;Ansell Ringers Liquid Cut Pucture Resistant S13 Impact Protection;1101;0;0;R214,44;R236 093,19;22,2;2025/01/07;2026/02/09;49,7;159,0;Wadeville;1101;159;;;;;;
Wadeville;Wad_MW;ANS;43-113/10;Ansell Mercury Kevlar Heat/Cut Resistant S10  ;439;0;0;R474,19;R208 168,35;16,5;2025/05/12;2025/04/10;26,7;81,0;Wadeville;439;80;Vereeniging;0;1;;;
Wadeville;Wad_MW;EYE;GB1820ST;Goggle Pyramex V2G Grey Lens A/F-A/S  ;1997;0;0;R103,97;R207 628,12;2995,5;2024/01/24;2025/10/30;0,7;4,0;Wadeville;1997;3;Richards Bay;7;1;;;
Wadeville;Wad_MW;DUPO;D15344179;D15344179 Tychem 6000F Plus (Replaces F2) Grey M CHZ5 Type 3B Protective Chemical Suit;311;0;160;R646,91;R201 190,03;117,8;2025/04/24;2026/02/09;4,0;190,0;Rustenburg;53;75;Secunda;0;35;Vereeniging;0;27
Wadeville;Wad_MW;DUPO;D15344191;D15344191 Tychem 6000F Plus (Replaces F2) Grey XL CHZ5 Type 3B Protective Chemical Suit;298;0;320;R661,68;R197 179,35;206,0;2025/04/24;2026/02/03;3,0;383,0;Secunda;0;191;Rustenburg;64;92;Vereeniging;0;66
Wadeville;Wad_MW;GLOV;GSH732-08;Glove Showa Chemical Resistant Nitrile S08 Forearm Protection Oil-Resistant Impermeable    Flocked Textured Finish Ergonomic;9921;0;0;R19,73;R195 726,14;14881,5;2025/03/12;2025/07/03;0,7;4008,0;Potchefstroom;470;4006;Wadeville;9921;2;;;
Wadeville;Wad_MW;3M;M9162E;3M9162E Vflex Healthcare Respirator FFP2 Valved UU010137089 15/Bag 300/Case;9975;0;0;R18,26;R182 143,50;99,0;;2025/02/05;0,0;;;;;;;;;;
Wadeville;Wad_MW;DUPO;CSTYCHA5#M;D13495156 Tychem 6000F Grey M Type 3B Protective Chemical Suit;371;0;150;R488,25;R181 142,19;50,4;2024/08/15;2026/02/23;10,3;267,0;Rustenburg;53;149;Wadeville;371;89;Middelburg;0;20
Wadeville;Wad_MW;HNYW;2500005R0302;Glove Chainex 2000 S/Steel Mesh 5 Finger XL XL Orange One Hand ;115;0;0;R1 531,93;R176 171,95;345,0;;2025/09/19;0,3;1,0;Wadeville;115;1;;;;;;
Wadeville;Wad_MW;GLOV;G-3MF6/09;Glove Rhino Cut F EU 2016 13g S09 Seamless High Performance ;3083;0;0;R55,04;R169 690,89;47,7;2025/01/17;2026/03/12;64,7;964,0;Wadeville;3083;391;Rustenburg;94;306;White River;0;72
Wadeville;Wad_MW;DUPO;D15540126;D115540126 Inyathi MPF Disp P/Prop White M Coverall PL127SWHSM0025DX;2735;0;0;R61,52;R168 259,68;39,1;2025/06/09;2026/03/10;70,0;1538,0;Vereeniging;317;255;White River;427;234;Wadeville;0;220
Wadeville;Wad_MW;ANS;58-735/10;Ansell Alphatec Nitrile Chemical Cut S10  ;644;6;0;R259,37;R167 034,62;79,8;2025/05/12;2025/10/03;8,0;1288,0;Kathu;0;720;Vereeniging;368;486;Pretoria;0;49
Wadeville;Wad_MW;ANS;38-520/10;Ansell Chemtek Butyl Rough Black Chem 350mm S10  ;350;0;0;R476,94;R166 929,02;350,0;2020/07/29;2025/07/28;1,0;4,0;Wadeville;350;3;Middelburg;36;1;;;
Wadeville;Wad_MW;EYE;MAXVISION;Goggle MaxVision Clear P/Carb Lens Anti Fog Foam  ;2760;24;4896;R60,12;R165 934,57;39,1;2025/03/17;2026/03/16;195,3;3950,0;Wadeville;2760;1327;Vereeniging;66;1034;Polokwane;0;663
Wadeville;Wad_MW;ANS;11-738/06;Ansell Hyflex Cut 5/F PU/Nitrile Mixed Palm S06 C/W Reinforced Thumb ;872;0;0;R189,08;R164 876,37;99,0;2025/07/23;2025/01/22;0,0;11,0;Secunda;130;11;;;;;;
Wadeville;Wad_MW;DUPO;D15344186;D15344186 Tychem 6000F Plus (Replaces F2) Grey L CHZ5 Type 3B Protective Chemical Suit;241;0;220;R655,94;R158 082,04;172,9;2025/04/24;2026/02/03;2,7;291,0;Rustenburg;49;91;Secunda;10;89;Vereeniging;0;64
Wadeville;Wad_MW;ANS;38-520/08;Ansell Chemtek Butyl Rough Black Chem 350mm S08 ;415;0;0;R374,79;R155 536,72;124,5;2018/08/29;2025/08/14;3,3;10,0;Wadeville;415;10;;;;;;
Wadeville;Wad_MW;HNYW;3301120/LPF-1;Earplug H/Leight MaxLite Disp Uncorded SNR34dB In Polybag Priice Per Pair 200 Pairs Per Box ;68948;0;0;R2,15;R148 173,92;275,1;2023/08/28;2026/03/02;250,7;1552,0;Wadeville;68948;952;Marburg;800;600;;;
Wadeville;Wad_MW;HNYW;SMF-30E;Earplug H/Leight Smartfit Reuse & Cord Was1011239 SNR30dB In a Hearpack Container Price Per Pair (50 Pairs Per Box);13255;0;0;R11,01;R145 997,10;24,1;2023/05/17;2025/08/07;550,0;7312,0;Rustenburg;2450;5600;Wadeville;13255;1651;Steelpoort;0;61
Wadeville;Wad_MW;ANS;11-738/08;Ansell Hyflex Cut 5/F PU/Nitrile Mixed Palm S08 C/W Reinforced Thumb ;813;0;0;R176,57;R143 554,19;24,4;2025/04/15;2026/02/23;33,3;1384,0;Rustenburg;48;1007;Wadeville;813;145;Pretoria;0;144
Wadeville;Wad_MW;MB;MBS0SMW700FLM10-14;"MB Smelter Sock Flame Retardant Black Wide 10-14 ProtxQ 90% Spandex 8% Po;yester 2% Anti Bacterial Reinforced Heel & Toe Comfort Cushioned Sole";1772;0;0;R80,00;R141 760,00;5316,0;2025/08/05;2025/08/07;0,3;31,0;Vereeniging;29;25;Middelburg;70;5;Wadeville;0;1
Wadeville;Wad_MW;MB;MBS0SML700FLM10-14;MB Smelter Sock Flame Retardant Yarn Blk 10-14 ProtxQ 90% Spandex 8% Polyester 2% Anti Bacterial Reinforced Heel & Toe Comfort Cushioned Sole;1844;0;0;R75,00;R138 300,00;99,0;2025/08/05;;0,0;79,0;Vereeniging;0;73;Potchefstroom;0;6;;;
Wadeville;Wad_MW;HNYW;1035145;Earmuff Honeywell VS110 VeriFace SNR27dB ;615;0;0;R224,87;R138 292,23;41,9;2022/05/11;2026/03/04;14,7;167,0;Wadeville;615;117;Bloemfontein;0;40;Vereeniging;0;5
Wadeville;Wad_MW;ANS;11-618/08;Ansell Hyflex BMW Ultra Lite PU Palm Coat Blue S08  ;6037;0;0;R22,71;R137 116,15;113,9;2023/07/19;2026/02/25;53,0;359,0;Wadeville;6037;173;Pretoria;730;100;Potchefstroom;0;60
Wadeville;Wad_MW;ANS;58-735/11;Ansell Alphatec Nitrile Chemical Cut S11  ;558;0;0;R242,63;R135 385,08;418,5;2024/12/10;2025/10/03;1,3;24,0;Pretoria;0;12;Wadeville;558;6;;;
Wadeville;Wad_MW;ANS;38-520/09;Ansell Chemtek Butyl Rough Black Chem 350mm S09  ;303;3;0;R423,72;R128 386,94;16,7;2020/11/10;2026/03/20;18,0;68,0;Wadeville;303;58;Tzaneen;2;10;;;
Wadeville;WadSerNewVaal_MW;3M;M9925B;3M9925 (8512/8514) FFP2NR Disp Mask Weld Fumes  10/Box Case 4.5Kg 525 X 80 X 400mm 70071563988 4.5K/Case Dimensions: L525 x H80 x W400mm;100;0;0;R1 278,90;R127 890,00;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;HNYW;2000042#10;Glove Split Leather Green Welding  Reinf Palm S10;595;0;0;R213,34;R126 936,00;162,3;2024/07/04;2025/08/07;3,7;1490,0;Richards Bay;438;1299;Middelburg;35;180;Wadeville;0;11
Wadeville;Wad_MW;ANS;11-751/06;Ansell Hyflex Cut 5/F PU Palm Coat Glove 4543 S06 Black ;1231;0;0;R103,01;R126 802,37;61,6;2025/05/12;2026/02/02;20,0;540,0;Kathu;0;432;Wadeville;1231;108;;;
Wadeville;Wad_MW;ANS;97-125/12;Ansell Activ Armour Orange Glove S12  ;648;0;0;R192,72;R124 885,68;99,0;2021/05/14;2020/12/18;0,0;;;;;;;;;;
Wadeville;Wad_MW;UVEX;6610F10;Uvex Glove Unilite Full Nitrile Black/Black S10/XL Fully Foam Coated KnitWrist 60956;3252;6;0;R37,00;R120 324,00;99,0;2024/11/22;2024/08/19;0,0;43,0;Bloemfontein;7;33;Secunda;0;10;;;
Wadeville;Wad_MW;DUPO;D14886075;Dupont Tyvek 200 Easysafe Type 5/6 2XL   ;1630;0;1600;R72,84;R118 724,40;33,6;2024/10/08;2026/03/16;96,0;3853,0;Tzaneen;346;2378;Richards Bay;180;895;Wadeville;0;580
Wadeville;Wad_MW;DUPO;CSTYCHA52X;D13395268 Tychem 6000 F Grey CHA5 2XL Type 3B Protective Chemical Suit;242;0;150;R488,27;R118 160,92;130,7;2024/04/05;2025/10/14;3,0;121,0;Rustenburg;94;97;Wadeville;242;13;Middelburg;0;10
Wadeville;Wad_MW;GLOV;GSH731-10;Glove Showa Biodegradable Created W/Premuim S10 Grade Polymers And Nitrile 15-mil Green Bisque  Finish Flocklined;5612;0;0;R21,04;R118 049,86;1683,6;2024/10/01;2025/12/05;3,3;787,0;Potchefstroom;1600;576;Polokwane;38;192;Wadeville;0;15
Wadeville;Wad_MW;ANS;15-554#10;Ansell Poly Vinyl Alcohol Smooth Red 355mm S10  ;288;12;0;R396,28;R114 127,49;99,0;2025/04/15;2024/08/02;0,0;;;;;;;;;;
Wadeville;Wad_MW;HNYW;1015351;S/Spec Honeywell A700 Grey Lens Grey Frame TSR ;3490;0;0;R32,52;R113 482,10;1047,0;2025/03/06;2025/07/30;3,3;4010,0;Kathu;0;4000;Wadeville;3490;10;;;
Wadeville;Wad_MW;GLOV;GCBL;Glove American Riggers Leather ;5264;0;0;R21,20;R111 615,09;43,9;2025/07/28;2026/03/03;120,0;437,0;Wadeville;5264;402;Tzaneen;26;23;Secunda;0;12
Wadeville;Wad_MW;HNYW;1035119-VS;Earmuff Honeywell VS110H Verishield SNR27dB Helmut Attach Version;592;0;0;R188,51;R111 595,18;136,6;2025/03/06;2026/03/06;4,3;114,0;Vereeniging;0;73;Wadeville;592;14;Polokwane;0;13
Wadeville;Wad_MW;ANS;11-518/08;Ansell Hyflex Ultralight Cut 3 Blue PU Palm Coat K/W Dove S08 M;678;0;0;R157,70;R106 923,44;15,4;2025/04/15;2026/02/02;44,0;230,0;Wadeville;822;230;;;;;;
Wadeville;Wad_MW;REFL;REFJKTLGR#XL;Reflective Vest Lime Green With Sleeves-2  XL Chest Outside Pockets 2 Outside Bottom Pockets  2 Bottom Inside Pockets;1562;0;0;R68,04;R106 279,41;4686,0;2025/05/09;2026/02/10;0,3;23,0;Potchefstroom;1;12;Tzaneen;5;5;Middelburg;0;4
Wadeville;Wad_MW;HNYW;FUS30-HPE/1011282;Earplug H/Leight Fusion S Reusable Corded Green 4 Flange Large In A Hearpack Container SNR28dB Price Per Pair 50 Pairs Per Box Was 1011282;6113;0;0;R17,34;R106 016,90;67,9;2023/05/17;2026/01/30;90,0;422,0;Wadeville;6113;320;Richards Bay;0;100;Secunda;0;2
Wadeville;Wad_MW;REFL;REFJKTLGR#L;Reflective Vest Lime Green With Sleeves-2  L Chest Outside Pockets 2 Outside Bottom Pockets  2 Bottom Inside Pockets;1553;0;0;R68,04;R105 667,04;2329,5;2025/05/09;2026/03/11;0,7;28,0;Potchefstroom;1;14;Tzaneen;1;9;Wadeville;0;2
Wadeville;Wad_MW;EYE;ER9901C;S/Spec MaxFit Clear Lens Anti Fog  ;3236;0;0;R31,29;R101 238,86;231,1;2024/10/29;2026/02/18;14,0;2071,0;Richards Bay;461;2022;Wadeville;3236;49;;;
Wadeville;Wad_MW;EYE;S9910ST;S/Spec Pyramex Capture Overspec   ;2999;0;0;R33,09;R99 242,85;290,2;2024/01/24;2026/03/16;10,3;37,0;Wadeville;2999;37;;;;;;
Wadeville;Wad_MW;ANS;47-409/09;Ansell Hylite F/Coat Blue Nitrile O/Cuff 290mm S09  ;1621;0;0;R60,82;R98 585,07;99,0;2024/05/24;2024/04/25;0,0;;;;;;;;;;
Wadeville;Wad_MW;HNYW;1028640;S/Spec Honeywell SP1000 Durastreme Clear Lens AF ;530;0;0;R180,15;R95 480,98;53,0;2022/05/11;2026/01/27;10,0;60,0;Wadeville;530;60;;;;;;
Wadeville;Wad_MW;HNYW;DISPENSER;Earplug Howard Leight Metal Unc Dispenser LS500 ;23;0;0;R4 132,96;R95 058,07;69,0;2024/02/08;2026/03/20;0,3;1,0;Wadeville;23;1;;;;;;
Wadeville;Wad_MW;EYE;GB1850SFT;Goggle Pyramex V2G Shade 5 Black Frame  ;677;1;0;R139,10;R94 170,29;2028,0;2024/01/24;2025/05/27;0,3;145,0;Middelburg;134;83;Rustenburg;53;61;Wadeville;0;1
Wadeville;Wad_MW;ANS;43-216/10;Ansell Workguard H/Duty Welders Glove 410mm S10  ;761;0;0;R122,49;R93 215,59;22,2;2025/08/18;2025/10/10;34,3;1710,0;Kathu;0;1188;Vereeniging;0;414;Wadeville;0;105
Wadeville;Wad_MW;GLOV;G-3MF6/10;Glove Rhino Cut F EU 2016 13g S10 Seamless High Performance ;2057;0;0;R41,38;R85 128,91;137,1;2025/01/17;2026/03/05;15,0;311,0;White River;65;128;Bloemfontein;19;53;Wadeville;0;45
Wadeville;Wad_MW;ANS;38-628/09;Ansell Chemtek Butyl/Viton Smooth Black 350mm S09  ;41;0;0;R1 995,04;R81 796,64;61,5;;2025/10/03;0,7;2,0;Wadeville;41;2;;;;;;
Wadeville;Wad_MW;ANS;27-805/10;Ansell Hycron Fully Coated Nitrile Glove Open Cuff  ;1555;0;0;R50,76;R78 939,37;99,0;2023/05/10;2021/09/06;0,0;163,0;Vereeniging;0;163;;;;;;
Wadeville;Wad_MW;ANS;97-120/11;Ansell Activ Armr® Oil & Impact Protection Orange S11 4242;407;0;0;R192,94;R78 526,02;99,0;2019/03/28;2023/04/06;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBT1ARC402NOM36;MB Nomex Essential Trs Zero Arc  12.4 Cal S36/92 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure;55;0;0;R1 424,73;R78 359,90;99,0;2025/08/04;2025/01/22;0,0;30,0;Polokwane;5;22;Pretoria;0;5;Phalaborwa;0;2
Wadeville;Wad_MW;GLOV;GSH731-09;Glove Showa Biodegradable Created W/Premuim S09 Grade Polymers And Nitrile 15-mil Green Bisque  Finish Flocklined;3714;0;0;R20,97;R77 898,22;134,2;2024/10/01;2026/02/26;27,7;3880,0;Potchefstroom;1126;3627;Wadeville;3764;160;Bloemfontein;0;26
Wadeville;Wad_MW;ANS;80-100/08;Ansell Powerflex Rubber Palm Coat K/Wrist 2242 S08  ;1467;0;0;R52,07;R76 387,62;99,0;2024/05/24;2024/01/29;0,0;192,0;Richards Bay;38;160;Potchefstroom;18;20;Tzaneen;0;12
Wadeville;Wad_MW;HNYW;1028643;Spoggle Honeywell SP1000 2G Grey Lens K&N Fogban / Anti-Scratch Black Frame 10 per Box ;400;0;0;R190,41;R76 162,70;99,0;2022/05/11;2024/07/24;0,0;;;;;;;;;;
Wadeville;Wad_MW;ANS;53-001/10;Ansell AlphaTec Nylon Neoprene And Nitrile S10  ;506;0;0;R145,40;R73 570,22;99,0;2024/12/10;2024/10/30;0,0;320,0;Richards Bay;89;320;;;;;;
Wadeville;Wad_MW;GLOV;GLEX11;Glove Keystone Vip & Tig Welding Grey 2XL S11 Full Grain Goat Skin ;2820;0;0;R26,08;R73 556,91;235,0;2025/07/15;2026/01/14;12,0;204,0;Rustenburg;146;70;Phalaborwa;38;68;Wadeville;0;36
Wadeville;Wad_MW;GLOV;GSH300B-10;Glove Showa G/Purpose Natural Rubber Palm S10 Coating 10 Gauge Seamless Liner Gray W/Black   Coating Wrinkle Finish;1725;0;0;R42,63;R73 543,02;5175,0;2023/05/25;2025/08/07;0,3;1,0;Wadeville;1725;1;;;;;;
Wadeville;Wad_MW;GLOV;GSH731-07;Glove Showa Biodegradable Created W/Premuim S07 Grade Polymers And Nitrile 15-mil Green Bisque  Finish Flocklined;3387;0;0;R21,40;R72 490,74;282,3;2024/07/17;2026/01/22;12,0;1275,0;Potchefstroom;288;1154;Wadeville;3437;56;Marburg;0;50
Wadeville;Wad_MW;ANS;37-185/10;Ansell Sol-Vex Green Nitrile Chem Glove 455mm S10 Dove;1032;0;0;R69,96;R72 198,51;154,8;2023/12/07;2026/03/09;6,7;118,0;White River;78;89;Wadeville;1053;26;Richards Bay;0;2
Wadeville;Wad_MW;ANS;80-813/08;Ansell Powerflex Kevlar Flame Resis 225-260mm S08 Arc Flash Category 2 ATPV 12.0 Cal;255;0;0;R281,92;R71 888,43;23,9;2025/07/23;2026/02/25;10,7;226,0;Kathu;0;168;Wadeville;255;57;Middelburg;0;1
Wadeville;Wad_MW;ANS;11-920/09;Ansell Hyflex Blue Nitrile Palm Coat Glove 313 S09  ;1139;0;0;R62,97;R71 718,91;21,4;2025/07/23;2026/02/23;53,3;437,0;Wadeville;1139;355;Middelburg;3;70;Tzaneen;0;7
Wadeville;Wad_MW;UVEX;9307276;Goggle Uvex Carbonvision Grey Lens Black/Grey Anti-Fog & Scratch Supravision Extreme;400;0;0;R179,19;R71 677,67;400,0;2023/07/04;2026/02/03;1,0;7,0;Rustenburg;97;4;Wadeville;400;2;Tzaneen;0;1
Wadeville;Wad_MW;ANS;97-200/09;Ansell Activ Armour F/Retard Impact Orange M S09 50 Cal Black ;102;0;0;R666,89;R68 022,42;99,0;2018/12/12;2025/01/31;0,0;;;;;;;;;;
Wadeville;Wad_MW;HNYW;1011623;Faceshield Honeywell Bionic Clear Visor Pack Of 1 Unit;193;5;0;R349,54;R67 460,84;51,3;2023/03/27;2025/09/05;3,7;31,0;Richards Bay;11;20;Wadeville;193;11;;;
Wadeville;Wad_MW;ANS;97-200/10;Ansell Activ Armour F/Retard Impact Orange L S10 50 Cal Black;101;0;0;R666,54;R67 320,85;43,3;2018/12/12;2025/08/22;2,3;7,0;Wadeville;101;7;;;;;;
Wadeville;WadEmbr_MW;REFL;REFTAPEFROS;Reflective Tape FR Orange 50m/Silver 20mm   P/N 305/000/0050 ;5000;0;0;R13,30;R66 500,00;99,0;2023/10/02;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212213;MB C/Suit D59 Closed Front R/Blue S122/48   C1509406B59-122/48  9000001430 50mm Ind Wash Silver Tape Arms/Breasts X On Back;211;0;0;R308,95;R65 188,45;99,0;2023/06/20;2023/03/03;0,0;;;;;;;;;;
Wadeville;Wad_MW;RESP;DMGRN1200FFP2RH;Dust Mask Greenline Rhino FFP2 UnValved Fold Flat  20 Masks Per Box P/N 1200 Price Per Each;8905;0;0;R7,25;R64 561,25;140,6;2023/07/05;2025/10/20;63,3;215,0;Wadeville;9005;215;;;;;;
Wadeville;Wad_MW;ANS;38-520/07;Ansell Chemtek Butyl Rough Black Chem 350mm S07 ;152;0;0;R421,59;R64 081,49;114,0;2020/11/10;2025/08/14;1,3;4,0;Wadeville;152;4;;;;;;
Wadeville;Wad_MW;HNYW;3302152;Earmuff Honeywell Quiet QM24 Lightweight SNR26dB  Head Band Version P/Dielectric Multi-Position Red 20 Per Case;518;1;0;R123,24;R63 840,18;18,7;2022/08/12;2026/02/17;27,7;387,0;Wadeville;528;154;Potchefstroom;10;149;Newcastle;0;36
Wadeville;Wad_MW;ANS;43-216/09;Ansell Workgaurd Glove 410mm S09 - Use S10  ;488;0;0;R130,82;R63 838,54;99,0;2025/08/18;;0,0;19,0;Vereeniging;0;10;Steelpoort;9;8;Richards Bay;0;1
Wadeville;Wad_MW;ANS;48-500/10;Ansell Nitrile Coated Open Cuff Glove S10  ;2084;0;0;R30,58;R63 734,15;1563,0;2023/12/19;2026/02/24;1,3;4,0;Wadeville;2084;4;;;;;;
Wadeville;Wad_MW;3M;D3138;3M Secure Click Particulate Filter P3 R 20 P/Packet 80 P/case Price per Packet off 2 ;274;1;0;R228,60;R62 636,40;409,5;2025/07/16;2025/11/21;0,7;0,0;Wadeville;274;0;;;;;;
Wadeville;Wad_MW;ANS;11-800/08;Ansell Hyflex Foam Nitrile Palm Coat Grey/White S8 Dove ;1501;0;0;R41,59;R62 422,81;750,5;2025/07/23;2025/11/14;2,0;7,0;Wadeville;1501;6;Tzaneen;77;1;;;
Wadeville;Wad_MW;GLOV;GLORHNY-06;Glove Rhino Nitrile Full Dip Yellow S06;5061;0;0;R11,86;R60 016,57;105,4;2025/06/09;2025/10/22;48,0;25,0;Wadeville;7140;25;;;;;;
Wadeville;Wad_MW;ANS;53-001/11;Ansell AlphaTec Nylon Neoprene And Nitrile S11  ;432;0;0;R138,09;R59 653,07;99,0;2024/12/10;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBT1ARC402NOM34;MB Nomex Essential Trs Zero Arc  12.4 Cal S34/87 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure;41;3;0;R1 401,48;R57 460,81;22,8;2025/08/04;2025/12/05;1,7;55,0;Polokwane;5;34;White River;16;10;Wadeville;0;5
Wadeville;Wad_MW;EYE;SB5710DT;S/Spec Pyramex Venture 111 Infinity Clear Lens A/F Black Frame ;930;0;0;R61,78;R57 451,54;930,0;2023/03/09;2026/03/09;1,0;58,0;Richards Bay;87;55;Wadeville;930;3;;;
Wadeville;Wad_MW;GLOV;GSHKV300-09;Glove Showa Kevlar Cut 3 Resistant Natural S09 Rubber Blue/Yellow Coating  ;411;0;0;R139,21;R57 215,27;1233,0;2024/01/18;2026/03/05;0,3;23,0;Tzaneen;2;10;;;;;;
Wadeville;Wad_MW;EYE;SS9173S;S/Spec Red Barron Smoke Lens H/C ANSI Z87.1  ;1421;0;0;R40,06;R56 924,55;426,3;2024/08/07;2026/03/06;3,3;53,0;Wadeville;1421;30;Steelpoort;35;20;Newcastle;0;3
Wadeville;Wad_MW;GLOV;GSH732-07;Glove Showa Chemical Resistant Nitrile S07 Forearm Protection Oil-Resistant Impermeable    Flocked Textured Finish Ergonomic;2868;0;0;R19,73;R56 581,25;99,0;2025/03/12;;0,0;480,0;Potchefstroom;82;480;;;;;;
Wadeville;Wad_MW;EYE;AIRMAXC;S/Spec Airmax Frameless Ultra Lightweight Clear SS9137 AirFlex Ratchet Temples ;2072;0;0;R27,06;R56 068,89;101,9;2024/08/28;2026/03/09;20,3;293,0;Richards Bay;223;74;Wadeville;2072;62;Vereeniging;0;54
Wadeville;Wad_MW;MB;AM0212210;MB C/Suit D59 Closed Front R/Blue S107/42  C1509406B59-107/42 50mm Ind Wash Silver Tape Arms/Breasts X On Back;215;0;0;R259,38;R55 766,70;99,0;2020/11/18;2023/07/21;0,0;;;;;;;;;;
