Branch;WHSE;GRP;Code;Description;OH;OnSO;OnPO;AVGCost;Value;Stk Fctr B3 Max;LastGRVDate;LastTransDate;B3Max;GRP Sales;Branch#1;B#1OH;B#1Sales;Branch#2;B#2OH;B#2sales;Branch#3;B#3OH;B#3sales
Wadeville;Wad_MW;GLOV;57H201PLUS-9;Glove TaeKi5 Heat & Cut Chem Res Cut 5 Blue L S09 Composite Liner ;5;0;0;R165,32;R826,60;99,0;2018/08/29;2018/08/30;0,0;;;;;;;;;;
Wadeville;Wad_MW;GUM;ZBG25S05;Gumboot Stimela Black/Grey+STC S05 ZBG25S05 Orange Dot Sosoloza Now Named Stimela;4;0;0;R203,90;R815,60;99,0;2025/05/23;;0,0;11,0;Rustenburg;8;11;;;;;;
Wadeville;Wad_MW;MB;AM0212313;MB B/Suit D59 Orange S152/60 A1ANG800I59-152/60 ;2;0;15;R405,21;R810,42;99,0;2023/06/28;2024/09/02;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBCSGC960;MB C/Suit Poly/Cotton C9 Cut 80/20 Grey S60/152;5;0;0;R162,00;R810,00;99,0;2021/09/06;2022/12/08;0,0;1,0;Phalaborwa;0;1;;;;;;
Wadeville;Wad_MW;ARC;DW-ARC15-J52;Arc C/Suit Jacket HRC2-15 Cal Navy S52/132 With Reflect Tape Silver;1;0;0;R801,42;R801,42;99,0;2024/04/09;2024/03/14;0,0;8,0;Potchefstroom;0;3;;;;;;
Wadeville;Wad_MW;MB;MBGOCSARJ48;MB C/Suit JKT P/Viscose Acid Resist B/Green S48 Vantex SABS  ;6;0;0;R132,40;R794,40;99,0;;2023/08/22;0,0;;;;;;;;;;
Wadeville;Wad_MW;GUM;XBG25SPMW06;Gumboot Stimela XP Blk/Grey CompTC+ SMS -WCalf S06 XBG25SPMW Pink Diamond;2;0;0;R390,80;R781,60;99,0;2025/06/11;2023/01/11;0,0;25,0;Rustenburg;4;24;Secunda;0;1;;;
Wadeville;Wad_MW;GUM;XBG25SPMW07;Gumboot Stimela XP Blk/Grey CompTC+ SMS -WCalf S07 XBG25SPMW Pink Diamond;2;0;0;R390,80;R781,60;99,0;2025/06/11;2023/01/11;0,0;42,0;Rustenburg;6;41;Secunda;0;1;;;
Wadeville;Wad_MW;MB;MBGOCSRJ5442;MB C/Suit Gold Range J54 Red S42/107  ;3;0;0;R260,00;R780,00;99,0;2021/06/08;;0,0;12,0;Polokwane;14;11;Tzaneen;30;1;;;
Wadeville;Wad_MW;BOOT;FBB4000205;Safety Boot Bova Dakota STC Black S05  ;1;0;0;R772,88;R772,88;99,0;2022/07/21;2022/05/13;0,0;;;;;;;;;;
Wadeville;Wad_MW;UVEX;9195075;S/Spec Uvex Skyper Clear Lens Black Frame Anti-Scratch Supravision Sapphire ;7;0;0;R110,00;R770,00;99,0;;2021/11/05;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;EC0104;Safety Boot Profit Econo Chelsea Black S04;2;0;0;R385,00;R770,00;99,0;2025/06/04;2025/12/17;0,0;10,0;Vereeniging;2;10;Pretoria;0;1;Wadeville;0;-1
Wadeville;Wad_MW;CS;SOJJ54N38/97N;C/Suit Jacket J54 Navy S/Orr AGP S38/97 Nigel2402544;3;0;0;R250,00;R750,00;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;GLO6803;Safety Boot Rebel Hygienic STC White Grey S03 GLO68GY;1;0;0;R749,95;R749,95;99,0;2024/06/07;2024/06/06;0,0;;;;;;;;;;
Wadeville;Wad_MW;DC;CS-HOU-3XL;House Coat P/Cotton Add Colour 3XL;3;0;0;R245,28;R735,84;99,0;2024/11/20;;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;FBFW4200304;Safety Boot Bova Firewalk STC PU/Rub Black S04   ;1;0;0;R735,00;R735,00;99,0;2019/03/19;2024/10/08;0,0;141,0;Kathu;0;85;Newcastle;1;32;Rustenburg;0;12
Wadeville;Wad_MW;BOOT;FBFW4200305;Safety Boot Bova Firewalk STC PU/Rub Black S05   ;1;0;0;R735,00;R735,00;99,0;2023/10/10;2023/10/13;0,0;229,0;Rustenburg;11;60;Newcastle;4;46;Vereeniging;0;45
Wadeville;Wad_MW;CS;SOJD59MAN44/112H/O;C/Suit Jkt D59 F/Acid Manager S/Orr AGP S44/112 HO With Reflective Tape 2402867;2;0;0;R365,00;R730,00;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;34-878#09;Glove Maxiflex Ultimate Open Back Hi-Viz L S09 4131 ;24;0;0;R30,00;R720,00;99,0;;2022/10/20;0,0;;;;;;;;;;
Wadeville;Wad_MW;REFL;HV200FRS;Reflective Vest EN4 FR Lime Velcro SReflective Vest EN4 FR Lime Velcro S ;5;0;0;R142,08;R710,40;99,0;2024/03/26;2025/01/09;0,0;1,0;Pretoria;0;1;Wadeville;5;0;;;
Wadeville;Wad_MW;CS;SOJJ54N54/137WT;C/Suit Jacket J54 Navy S/Orr AGP S54/137 Wade Temp 2402616;3;0;0;R233,90;R701,70;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBLYJJ54REFP#60;MB C/Suit Jkt J54 Ladies Ref Tape Yellow S60/152  ;3;0;0;R232,00;R696,00;99,0;2020/07/31;2020/08/03;0,0;;;;;;;;;;
Wadeville;Wad_MW;SHOE;FSB802412;Safety Shoe Lemaitre Hawk STC Black S12   ;1;0;0;R694,97;R694,97;99,0;2020/05/25;2020/05/26;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;RE517405;Safety Boot Rebel Jigga Comp Toe Cap Black S05  ;1;0;0;R689,95;R689,95;99,0;2024/02/08;2025/02/03;0,0;3,0;Rustenburg;5;2;Pretoria;1;1;;;
Wadeville;WadEmbr_MW;SHRT;GSORGN6XL;Shirt Golf Barron Organic Cotton Navy 6XL;4;0;0;R170,09;R680,36;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;GLO6805;Safety Boot Rebel Hygienic STC White Grey S05 GLO68GY;1;0;0;R679,95;R679,95;99,0;2024/01/29;2024/05/20;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;GLGM20;Glove Green Lined (Mittal) 8  ;17;0;0;R39,82;R676,89;99,0;;;0,0;17347,0;Vereeniging;2539;16938;Newcastle;124;409;;;
Wadeville;Wad_MW;GUM;892-661908;Gumboot Bata Rhino 2 STC Black/Black S08;5;0;0;R132,83;R664,14;15,0;2023/09/15;2025/06/13;0,3;90,0;Middelburg;15;88;Wadeville;5;1;;;
Wadeville;Wad_MW;UVEX;6007011;Glove Uvex Phynomic XG Black/Grey S11/2XL Polymer XtraGrip Knitted Wrist ;13;0;0;R51,00;R663,00;99,0;;2019/04/03;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBTARCBG9035#60;MB Arc Flash BG9035 2Tone Trs Navy/Royal S60/152 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure 19 Cal;1;0;20;R650,00;R650,00;99,0;2022/06/06;;0,0;4,0;Steelpoort;0;4;;;;;;
Wadeville;Wad_MW;GLOV;PU2001/L;Glove Inspectors PU Coated L S09;99;0;0;R6,55;R648,45;297,0;2024/07/18;2025/06/20;0,3;91,0;Tzaneen;35;90;Wadeville;99;1;;;
Wadeville;Wad_MW;MB;MBLYJJ54REFP#56;MB C/Suit Jkt J54 Ladies Ref Tape Yellow S56/142  ;3;0;0;R216,00;R648,00;99,0;2020/07/31;2020/08/03;0,0;;;;;;;;;;
Wadeville;Wad_MW;GROC;WADI-1011;Toilet Seat Wipe Dispenser;6;0;0;R107,80;R646,80;99,0;2024/08/08;2024/08/01;0,0;;;;;;;;;;
Wadeville;Wad_MW;JACK;BLA4-JAC#XL;Jacket Blaze 4 in 1 Barron Orange/Navy XL;1;0;0;R639,09;R639,09;99,0;2025/07/23;2018/08/08;0,0;;;;;;;;;;
Wadeville;Wad_MW;CHEM;SANIBIN18L;Clean Touch Sanibin 18L White/Grey With Pedal;2;0;0;R316,90;R633,80;99,0;2024/07/15;;0,0;;;;;;;;;;
Wadeville;Wad_MW;SHOE;JCB1800#08;Safety Shoe JCB Oxford L/Weight Dual Density S08;1;0;0;R625,00;R625,00;99,0;2024/10/08;2024/10/21;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBGOCSRBJ5454;MB C/Suit Gold Range J54 Royal Blue S54/137  ;2;0;0;R312,22;R624,44;99,0;2024/07/12;2022/04/01;0,0;7,0;Phalaborwa;12;7;;;;;;
Wadeville;Wad_MW;MB;MBLYJJ54REFP#54;MB C/Suit Jkt J54 Ladies Ref Tape Yellow S54/137  ;3;0;0;R208,00;R624,00;99,0;2020/07/31;2020/08/03;0,0;;;;;;;;;;
Wadeville;Wad_MW;SHOE;FSB205309;Safety Shoe Frams Warrior STC Black S09  Now 4250 ;1;0;0;R621,59;R621,59;99,0;2024/08/20;2024/08/28;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MB-D59FATJ#4XL;MB Thermal Jacket D59 Flame/Acid Navy SABS 4XL  ;1;0;30;R621,00;R621,00;99,0;2025/07/09;2025/05/11;0,0;9,0;White River;2;3;Secunda;5;2;;;
Wadeville;Wad_MW;BOOT;MR0114;Safety Boot Profit Shamrock Black S14;1;0;0;R620,00;R620,00;99,0;2025/06/04;;0,0;1,0;Vereeniging;0;1;Wadeville;1;0;;;
Wadeville;Wad_MW;BOOT;RE517403;Safety Boot Rebel Jigga Comp Toe Cap Black S03  ;1;0;0;R619,95;R619,95;99,0;2022/06/09;2025/05/23;0,0;0,0;Wadeville;1;0;;;;;;
Wadeville;Wad_MW;MB;MBCSEGC960;MB C/Suit P/Cott C9 Cut 80/20 E/Green S60/152;5;0;0;R122,90;R614,50;99,0;2022/11/01;;0,0;;;;;;;;;;
Wadeville;Wad_MW;RESP;1788155;Canister Honeywell RD40 Plastic A2B2E2K2P3 Filter ;2;0;0;R306,63;R613,26;99,0;2021/07/07;2024/03/20;0,0;;;;;;;;;;
Wadeville;Wad_MW;SHOE;RE8014;Safety Shoe Rebel Glider Comp Toe Cap Black S04  ;1;0;0;R609,95;R609,95;99,0;2024/02/06;2024/02/02;0,0;4,0;Pretoria;0;4;;;;;;
Wadeville;Wad_MW;MB;MB-D59FATJ#5XL;MB Thermal Jacket D59 Flame/Acid Navy SABS 5XL  ;1;0;10;R607,38;R607,38;99,0;2024/08/07;2024/07/10;0,0;5,0;Vereeniging;1;3;Middelburg;2;1;;;
Wadeville;Wad_MW;MB;MBCSKHC932;MB C/Suit Poly/Cotton C9 Cut 80/20 Khaki S32/82;5;0;0;R120,74;R603,68;99,0;2025/06/23;2024/08/12;0,0;93,0;Middelburg;8;39;Polokwane;0;25;Tzaneen;0;18
Wadeville;Wad_MW;GUM;GEY11;Gumboot Egoli Yellow/Black STC PVC 1273 S11;3;0;0;R201,05;R603,15;99,0;2025/04/22;2024/08/21;0,0;15,0;Potchefstroom;0;15;;;;;;
Wadeville;Wad_MW;GLOV;WG320#9;Glove Wonder Grip Thermo Light Cold/Wet Latex S09;8;0;0;R75,30;R602,41;99,0;2024/05/17;2024/05/20;0,0;982,0;Tzaneen;59;982;;;;;;
Wadeville;Wad_MW;GUM;GVWG25C10;Gumboot Neptun Shova W/Grey Chelsea Acid Res S10 VWG25C   ;3;0;0;R200,30;R600,90;99,0;2024/06/18;2024/06/18;0,0;4,0;Tzaneen;7;2;Pretoria;0;1;;;
Wadeville;WadSerNDNor_MW;RAGS;RMC25;Rags Sterilised Coloured Vesting Price/Bail 25Kg ;4;0;0;R150,00;R600,00;99,0;;;0,0;92,0;Steelpoort;0;100;Wadeville;293;-8;;;
Wadeville;Wad_MW;MB;MBJRBD5938;MB C/Suit Jacket D59 Royal Blue SABS S38/97  ;4;0;0;R149,00;R596,00;99,0;;2024/09/16;0,0;5,0;Polokwane;0;5;;;;;;
Wadeville;Wad_MW;SHOE;FSBR802009;Safety Shoe Lemaitre Concord STC Brown S09;1;0;0;R590,24;R590,24;99,0;2025/04/25;2025/05/16;0,0;0,0;Wadeville;1;0;;;;;;
Wadeville;Wad_MW;GUM;P2011OG06;Gumboot Wayne PU STC Olive/Grey S06;2;0;0;R293,47;R586,94;99,0;2022/07/11;2022/07/28;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;T1JEM400STD54;MB Denim Stretch Jeans Indigo Blue S54/137  ;3;0;0;R195,00;R585,00;99,0;2022/07/13;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBCSCBC930;MB C/Suit Poly/Cotton C9 Cut 80/20 Brown S30/76;5;0;0;R115,00;R575,00;99,0;2022/11/01;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBCSEGC928;MB C/Suit P/Cott C9 Cut 80/20 E/Green S28/72;5;0;0;R115,00;R575,00;99,0;2022/11/01;2023/05/05;0,0;2,0;White River;0;1;;;;;;
Wadeville;Wad_MW;MB;AM0212363;MB C/Suit D59 C/Front Ladies Orange S127/50  C1LAJ800B59-127/50  50mm Ind Wash Silver Tape Arms/Breasts X On Back;2;0;0;R285,95;R571,90;99,0;2021/02/25;2019/10/25;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;34-305#10;Glove Maxicut Nitrile 3/4 Dip Cut 3 Foam XL S10  ;6;0;0;R95,00;R570,00;99,0;2022/07/25;2022/07/28;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBGOCSRBJ5438;MB C/Suit Gold Range J54 Royal Blue S38/97  ;2;0;0;R285,00;R570,00;99,0;2025/03/06;2024/03/06;0,0;99,0;Phalaborwa;28;71;White River;1;15;Bloemfontein;0;12
Wadeville;Wad_MW;JACK;PJONREFL;Jacket Parka Orange/Navy C/W Refl Tape L  ;1;0;0;R565,00;R565,00;99,0;2025/07/10;;0,0;2,0;Vereeniging;0;2;;;;;;
Wadeville;Wad_MW;SHOE;FSB4061207;Safety Shoe Bova Trainer STC TPU Black S07 Now 40612 ;1;0;0;R564,77;R564,77;99,0;2022/02/18;2021/06/21;0,0;;;;;;;;;;
Wadeville;Wad_MW;SHOE;FSB4061210;Safety Shoe Bova Trainer STC TPU Black S10 Now 40612 ;1;0;0;R564,77;R564,77;99,0;2022/02/14;2021/03/16;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;52J-9;Glove TaeKi5 Cut Resist Camo S09 L PU Anti-Slip Coated Cut5 Seamless Knitwrist 52J-9;11;0;0;R51,19;R563,07;99,0;2024/05/23;2024/05/24;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;G130/10;Glove Pioneer MaxMac Tough Hand 13G S10;6;0;0;R93,56;R561,34;99,0;2024/06/26;2024/07/03;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;GCM3GXS;Glove C Mesh 3 Finger Green Marker Per Hand XS  ;2;0;0;R280,55;R561,10;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;CS;SOJD32/82B;C/Suit Jacket Denim S/Orr AGP S32/82 Belville 2402563 ;2;0;0;R278,53;R557,06;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;CS;SOJD32/82W;C/Suit Jacket Denim S/Orr AGP S32/82 Wadeville 2402563 ;2;0;0;R278,53;R557,06;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;FBRE81107;Safety Boot Rebel Chukka STC Brown S07  ;1;0;0;R539,95;R539,95;99,0;2025/02/10;2025/02/11;0,0;467,0;Steelpoort;73;305;White River;0;139;Rustenburg;0;22
Wadeville;Wad_MW;GLOV;59YSP-08;Glove TaeKi5 Grip & Cut Resist Blue White M S08 Latex Palm Coated Cut 5 Seamless Knit Wrist ;9;0;0;R59,23;R533,07;99,0;2018/09/07;2025/02/27;0,0;221,0;Pretoria;0;201;Bloemfontein;120;20;;;
Wadeville;Wad_MW;SHOE;FSB7000612;Safety Shoe Bova OxFord STC Black S12  ;1;0;0;R524,35;R524,35;99,0;2023/06/23;2023/06/26;0,0;;;;;;;;;;
Wadeville;Wad_MW;CAP;CRICKETHATKH;Hat Cricket Khaki L;6;0;0;R86,95;R521,70;99,0;2025/08/15;2025/02/24;0,0;831,0;Polokwane;126;425;Tzaneen;68;274;Phalaborwa;0;101
Wadeville;Wad_MW;MB;MBGOCSKHJ5460;MB C/Suit Gold Range J54 Khaki S60/152  ;2;0;0;R260,00;R520,00;99,0;2021/06/11;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBGOCSRJ5450;MB C/Suit Gold Range J54 Red S50/127  ;2;0;0;R260,00;R520,00;99,0;2021/06/08;;0,0;1,0;Polokwane;35;1;;;;;;
Wadeville;Wad_MW;EYE;GG-40C-AF;S/Spec Elvex Go Specs Clear Lens AF/PC Eva Foam Lined Black/Orange Frame ;5;0;0;R103,42;R517,10;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;DISP;LABCOATXL;Disp Lab Coat Non Woven LCW 30g XL;41;250;250;R12,55;R514,47;99,0;2024/02/09;2026/03/06;0,0;5501,0;Pretoria;3828;5305;Bloemfontein;0;150;White River;0;46
Wadeville;Wad_MW;EYE;VS107R-3.0;S/Spec Magnimax Clear Lens 3.00 Magnification  ;24;0;0;R21,42;R514,01;99,0;2021/01/06;;0,0;;;;;;;;;;
Wadeville;WadMarberry_Cons;RESP;DMGRN1201RH5;Dust Mask Greenline Rhino FFP2 Valved Fold Flat  5 Masks Per Packet P/N 1201 Price Per Packet;10;0;0;R51,25;R512,50;15,0;;;0,7;4,0;Wadeville;243;2;Phalaborwa;19;1;;;
Wadeville;Wad_MW;MB;MBGOCSJKTD50;MB C/Suit Gold Range Jacket Denim 12Oz S50/127  ;4;0;10;R127,82;R511,26;14,0;;2025/11/14;1,0;12,0;Wadeville;4;8;Potchefstroom;0;4;;;
Wadeville;Wad_MW;BOOT;FBB800105;Safety Boot Lemaitre Nomad STC Black S05  ;1;0;0;R510,00;R510,00;99,0;2024/05/02;2024/05/06;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212193;MB B/Suit PolyViscose Green Acid Resist S132/52 A1ANG30965A-132/52  9000001413;1;0;0;R504,30;R504,30;99,0;2023/10/31;2024/01/22;0,0;;;;;;;;;;
Wadeville;Wad_MW;BOOT;SFT007-1105#11;Safety Boot Kaliber Volcano STC Black S11 SFT007-1105;1;0;0;R500,00;R500,00;99,0;2024/08/08;2024/09/18;0,0;;;;;;;;;;
Wadeville;Wad_MW;RESP;RE-GFILT-A1;Gas Filter – A1 ;10;0;0;R49,95;R499,50;99,0;2024/09/04;;0,0;11,0;Secunda;0;10;Tzaneen;0;1;;;
Wadeville;Wad_MW;SHOE;FST456310;Safety Shoe Frams Titanium STC PU/Rubber Brown S10 Now 4003;1;0;0;R498,20;R498,20;99,0;2022/03/08;2023/07/06;0,0;44,0;Middelburg;29;42;Vereeniging;7;2;;;
Wadeville;Wad_MW;SHOE;FST456308;Safety Shoe Frams Titanium STC PU/Rubber Brown S08 Now 4003;1;0;0;R498,10;R498,10;99,0;2022/02/21;2022/07/04;0,0;97,0;Middelburg;23;88;Vereeniging;0;7;Rustenburg;0;2
Wadeville;Wad_MW;RESP;RPC1RN75003;Cartridge A1B1E1 Or/Inorgan Gas Vap Price/Filter;6;0;0;R82,95;R497,70;99,0;2022/04/20;2022/05/13;0,0;;;;;;;;;;
Wadeville;Wad_MW;GUM;GWBW200011;Gumboot Wayne PU Non-Safety Blue/White S11 P2000;2;0;0;R248,16;R496,31;99,0;2018/05/09;2023/07/31;0,0;;;;;;;;;;
Wadeville;Wad_MW;SHOE;FB800707;Clog Lemaitre Chef NSTC Black S07 Now 8099;1;0;0;R490,14;R490,14;99,0;2025/01/24;2020/02/14;0,0;;;;;;;;;;
Wadeville;Wad_MW;COLD;UPLJ3XL;Underwear Thermal Long Johns White 3XL Interlock 100% Cotton 220g;6;0;0;R81,36;R488,16;99,0;2024/07/12;2024/11/27;0,0;152,0;Vereeniging;95;147;Newcastle;0;4;Pretoria;0;1
Wadeville;Wad_MW;SHRT;TST160B-3XL;Shirt T Crew Neck 160g Barron Add Colour 3XL;6;0;0;R80,83;R484,98;99,0;2025/04/17;2025/09/26;0,0;48,0;Vereeniging;0;48;Wadeville;6;0;;;
Wadeville;Wad_MW;CS;SOJJ54N30/77W;C/Suit Jacket J54 Navy S/Orr AGP S30/77 Wadeville 2402614;2;0;0;R234,00;R468,00;99,0;;;0,0;;;;;;;;;;
Wadeville;Wad_MW;RAIN;RYPVCS;Rainsuit PVC Standard Yellow S;5;0;0;R93,00;R465,00;15,0;2024/06/18;2025/08/18;0,3;83,0;Marburg;20;38;Potchefstroom;35;21;Middelburg;0;9
Wadeville;Wad_MW;MB;MBGOCSNJ44;MB C/Suit Gold Range Jacket P/Cott Navy S44/112 80/20  ;6;0;0;R75,00;R450,00;99,0;2021/04/26;2021/04/26;0,0;;;;;;;;;;
Wadeville;Wad_MW;CS;CJ77JBGXL;C/Suit Jacket Jonsson Bottle Green XL;2;0;0;R224,50;R449,00;99,0;2025/05/06;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBCSGC928;MB C/Suit Poly/Cotton C9 Cut 80/20 Grey S28/72  ;4;0;0;R112,00;R448,00;99,0;2021/05/11;2024/03/28;0,0;;;;;;;;;;
Wadeville;Wad_MW;EYE;SG-13C;S/Spec Elvex TN  Clear Lens HC/PC Rimless Black/Grey Frame  ;14;0;0;R31,50;R441,00;99,0;2022/07/04;2022/05/31;0,0;72,0;Vereeniging;0;72;;;;;;
Wadeville;Wad_MW;BOOT;FBRE81105;Safety Boot Rebel Chukka STC Brown S05  ;1;0;0;R439,95;R439,95;99,0;2022/04/12;2025/02/11;0,0;197,0;Steelpoort;39;143;White River;5;49;Rustenburg;0;5
Wadeville;Wad_MW;MB;MBGOCSR54;MB C/Suit Gold Range P/Cotton 80/20 Red S54/137  ;3;0;0;R146,10;R438,30;99,0;2022/05/09;2022/07/26;0,0;;;;;;;;;;
Wadeville;Wad_MW;SHOE;FB800809;Safety Clog Lemaitre Chef STC Black S09  Now 8009 ;1;0;0;R435,24;R435,24;99,0;2024/08/21;2024/08/22;0,0;;;;;;;;;;
Wadeville;Wad_MW;SHOE;FSB800709;Clog Lemaitre NSTC 8007 Black S09;1;0;0;R435,24;R435,24;99,0;2024/08/23;2024/07/19;0,0;;;;;;;;;;
Wadeville;Wad_MW;EYE;GG-15CAF;S/Spec Elvex Go Specs III Clear Lens AF/PC Eva Foam Lined Black/Yellow Frame ;5;0;0;R86,67;R433,35;99,0;2020/09/10;2021/06/30;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;T1SAM30971T44;MB Trouser Acid Resistant Tape R/L B/Green S44/112 Samancor Spec;3;0;0;R143,53;R430,59;99,0;;;0,0;6,0;Rustenburg;43;6;;;;;;
Wadeville;Wad_MW;MB;MBCTAF42;MB C/Suit Trouser D59FA Navy SSF Spec S42/107;2;0;0;R215,00;R430,00;99,0;;;0,0;1342,0;Polokwane;279;710;Secunda;280;632;;;
Wadeville;Wad_MW;SHRT;5041L;Shirt Racing Short Sleeve Mens Javlin L;2;0;0;R214,99;R429,98;99,0;2025/04/24;2025/02/24;0,0;7,0;Newcastle;0;6;Phalaborwa;0;1;;;
Wadeville;Wad_MW;ANS;62-401/10;Ansell Verstouch Blue Rough Rubber Latex 32 S10  ;6;0;0;R70,97;R425,81;99,0;2018/04/11;2024/10/29;0,0;24,0;Secunda;0;24;;;;;;
Wadeville;WadMarberry_Cons;HEAD;806C-A26CR;Safety Cap Athol Polycarb Red & Ratchet 6-Point Liner ;10;0;0;R42,00;R420,00;99,0;;;0,0;0,0;Polokwane;5;0;;;;;;
Wadeville;Wad_MW;GLOV;WG-500#XL;Glove Wonder Grip Flex Red XL S10  ;11;0;0;R37,95;R417,45;99,0;2023/11/17;2023/12/13;0,0;;;;;;;;;;
Wadeville;WadMarberry_Cons;GLOV;GTIG/S;Glove Keystone Pigskin Tig Weld Tan Green S07 Small Full Grain GTIG-07;12;0;0;R34,52;R414,20;99,0;;;0,0;1233,0;Rustenburg;450;562;Tzaneen;68;292;Polokwane;0;183
Wadeville;Wad_MW;GLOV;G137/10;Glove Pioneer Cutmaster Cut 5 Nitri-Grip S10;9;0;0;R46,00;R414,00;27,0;2022/11/07;2023/10/23;0,3;4824,0;Vereeniging;100;3854;Middelburg;209;709;Steelpoort;0;260
Wadeville;WadEmbr_MW;MB;T1JEM400STD34;MB Denim Stretch Jeans Indigo Blue S34/87  ;2;0;0;R206,11;R412,22;99,0;;;0,0;11,0;Bloemfontein;0;8;Middelburg;0;5;Rustenburg;0;4
Wadeville;Wad_MW;MB;MBGOCSTRD48;MB C/Suit Gold Range Trouser Denim 12 0z S48/122  ;3;1;10;R135,00;R405,00;36,0;;2025/11/24;0,3;1,0;Wadeville;3;1;;;;;;
Wadeville;Wad_MW;SASOL;2072392;Jacket D59 S/M Spec White S50/127;2;0;0;R199,72;R399,44;99,0;;2022/05/31;0,0;;;;;;;;;;
Wadeville;Wad_MW;SHOE;FB800804;Safety Clog Lemaitre Chef STC Black S04  Now 8009 ;1;0;0;R398,30;R398,30;99,0;2023/03/13;2023/07/04;0,0;0,0;Polokwane;0;0;;;;;;
Wadeville;Wad_MW;SHOE;FB800803;Safety Clog Lemaitre Chef STC Black S03  Now 8009 ;1;0;0;R397,41;R397,41;99,0;2023/03/29;2023/11/06;0,0;0,0;Polokwane;0;0;;;;;;
Wadeville;Wad_MW;UVEX;9171005;S/Spec Uvex Rite-Twin Clear Lens Clear Frame Anti-Scratch ;9;0;0;R44,00;R396,00;99,0;2019/06/20;2019/06/11;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;BLUMX010;Glove Karam Blu-MX 15 Gauge Lycra/Nylon S10 Mix Liner Coated With Ultra Fine Sandy Nitrile ;12;0;0;R32,99;R395,93;99,0;2023/10/30;2023/10/31;0,0;1151,0;White River;332;1151;;;;;;
Wadeville;Wad_MW;TROU;WW-TRREDD44;Trouser Tech Gear Desert Dust S44/112;1;0;0;R395,00;R395,00;99,0;2024/11/27;2024/11/25;0,0;15,0;Kathu;0;12;Polokwane;0;1;;;
Wadeville;Wad_MW;TROU;WW-TRREDD46;Trouser Tech Gear Desert Dust S46/117;1;0;0;R395,00;R395,00;99,0;2024/11/27;2025/09/15;0,0;7,0;Kathu;0;5;Phalaborwa;1;1;;;
Wadeville;Wad_MW;MB;MBGOCSNJ38;MB C/Suit Gold Range Jacket P/Cott Navy S38/97 80/20  ;5;0;0;R75,00;R375,00;99,0;2021/04/26;2022/02/10;0,0;;;;;;;;;;
Wadeville;Wad_MW;TROU;WW-SHREDD30;Shorts Tech Gear Desert Dust S30/77  ;1;0;0;R375,00;R375,00;99,0;2024/11/27;2026/01/19;0,0;3,0;Tzaneen;0;3;Polokwane;0;1;Wadeville;0;-1
Wadeville;Wad_MW;TROU;WW-SHREDD38;Shorts Tech Gear Desert Dust S38/97  ;1;0;0;R375,00;R375,00;99,0;2024/11/27;2024/12/13;0,0;3,0;Phalaborwa;0;2;Tzaneen;0;1;Rustenburg;0;0
Wadeville;Wad_MW;TROU;WW-SHREGM42;Shorts Tech Gear Gun Metal S42;1;0;0;R375,00;R375,00;99,0;2024/11/27;;0,0;0,0;Polokwane;1;0;;;;;;
Wadeville;Wad_MW;BOOT;FBB813104;Safety Boot Lemaitre Maxeco Pro STC Black S04 ;1;1;0;R374,25;R374,25;99,0;;;0,0;32,0;Vereeniging;0;18;Bloemfontein;3;11;Potchefstroom;0;2
Wadeville;Wad_MW;GUM;GWOGR201209;Gumboot Wayne STC/ NP Olive/Grey 2012 S09;1;0;0;R373,44;R373,44;99,0;2024/06/20;;0,0;;;;;;;;;;
